-19.361,-3.7497,0.34777,11.115,23.584,-7.7305,1.8599,0.34181,0.93939,1.7433,0.86565,0.098567,4.5082,-2.3977,-3.4056,1.6989,1.1954,-0.79774,0.0939,1.3277,-2.1864,1.0509,1.4641,2.5352,-0.064386,-1.9828,1.9582,1.5656,1.8721,3.2659,-2.6755,1.0505,1.7847,-5.4229,2.6882,1.4327,-5.6257,6.4539,3.5282,5.818,-1.8833,-0.18421,0.49799,0.42861,2.0139
-19.927,-1.6616,-5.0469,10.302,23.099,-6.4385,-0.069205,-2.0201,-1.0925,1.8895,3.4913,0.49214,5.4852,-1.0307,-3.3258,-0.16101,0.65965,2.689,-0.11414,-0.12992,-2.2484,3.2938,-0.52361,-0.11871,2.654,-4.2469,1.4804,-1.1012,2.551,2.4348,-2.543,1.2229,3.9359,-1.9997,1.7653,2.626,-2.6237,7.0968,5.1437,2.231,-3.3713,-1.0439,2.0107,-2.0762,0.1916
-21.94,-0.37799,-0.56034,11.368,22.398,-6.5929,3.4216,4.7833,0.29918,2.2705,2.9308,-0.052363,4.6872,0.090048,-2.4947,-0.099896,-0.25091,-0.66881,0.89065,-0.7867,-0.90035,3.7475,1.1929,1.1223,-0.45954,-5.1398,2.1341,4.0987,2.1669,1.1827,-3.2653,-0.33697,1.6412,-0.47709,2.9757,1.2189,-2.8786,5.5312,-0.64986,2.5741,-1.901,-1.1068,0.10489,1.1276,2.0975
-21.433,-0.19837,-2.1647,12.565,23.233,-6.3912,0.89125,0.5251,-1.5182,1.2748,1.253,1.4652,4.0076,-1.5237,-4.011,-0.0015659,0.081912,0.51235,-1.1499,0.7846,-3.0038,2.2844,0.81688,3.5218,1.5116,-4.9357,0.69673,-0.10794,1.4404,2.0873,-0.66332,0.62158,4.1234,-2.0666,1.3085,2.6351,-4.8875,6.1543,4.5911,4.3369,-3.6965,0.20547,2.2204,0.48846,1.1352
-22.805,-2.5812,3.4233,10.307,21.6,-7.4145,2.1268,-1.5042,1.636,0.94496,3.4145,0.47775,2.2452,-1.6929,-2.584,2.6837,0.97121,-0.37155,0.21513,-0.46628,-1.3855,3.6344,0.60426,0.18259,-0.29201,-3.219,3.7019,-0.01959,0.63714,-0.18296,-0.93452,2.1991,4.9792,-3.9995,0.069359,2.8433,-3.9858,7.4386,1.9275,4.9653,-0.31185,-0.35238,0.68018,1.26,1.9782
-22.315,-4.1641,3.0458,12.294,24.604,-6.2088,2.4087,1.4624,0.18318,0.71927,3.2681,0.83375,2.9858,-2.62,-2.3598,0.028352,0.85157,0.64295,-0.2478,-2.069,-2.8697,4.2599,-0.57671,-0.05033,0.0039934,-2.836,0.89502,-1.3876,0.62648,1.2812,-1.3378,-0.93796,2.8921,-1.4406,-0.33295,1.7764,-2.979,7.2739,3.9858,2.4438,-3.1256,-0.096571,1.1987,-1.1729,-0.46663
-24.516,-4.8237,7.3116,12.342,23.316,-5.3496,3.0793,3.5099,0.72215,1.0243,-1.032,0.10487,1.3257,-3.0969,-2.1483,1.4694,0.13779,1.3241,-3.091,0.66234,-3.233,1.4728,-0.01391,0.9488,-0.41855,-2.1074,1.827,-2.352,-1.5724,3.7973,-1.0282,0.1899,3.6685,-1.9619,0.78812,1.9221,-3.1564,3.8725,5.3692,4.4081,-1.2102,-0.57772,0.01402,-1.4632,0.90723
-23.612,-4.4604,7.7458,10.074,20.828,-6.2721,4.1233,9.0481,0.8189,-0.27821,2.6451,-0.77909,-1.0829,-2.2639,-1.365,-1.612,-1.7749,-1.3584,-0.62634,-2.2318,-1.7327,4.6887,1.65,-1.6373,-1.5681,-2.7624,1.825,-2.9015,-1.3166,-0.75126,1.8137,-1.4126,2.3781,-2.8759,-3.0212,1.2361,-0.83781,3.2718,1.5876,0.66904,0.99226,1.1622,-0.20339,-0.33802,-0.85228
-22.866,-0.40561,0.85594,11.579,20.538,-6.6493,3.8249,0.41597,1.5804,0.89628,0.59454,-1.315,4.4488,-2.187,-0.6731,0.84729,0.71,0.099875,1.4379,-0.51856,-3.0229,2.3992,1.7025,3.0402,0.1835,-2.0853,2.9585,-2.6087,-1.9588,1.1485,-0.10059,-0.66937,4.9877,-3.4584,0.90514,1.3257,-1.9809,5.8964,2.6257,2.8677,-1.8653,0.89199,0.66478,0.75843,0.46727
-21.676,2.0654,-2.7011,11.346,21.983,-10.035,2.168,2.1424,0.92489,0.20336,1.7703,-1.8627,2.2315,-0.70522,1.6482,2.6547,0.25492,-1.027,0.93998,-0.56352,-0.65898,2.47,1.0327,2.7524,0.22052,-2.6891,-0.41834,-2.1987,-1.3951,-0.96361,1.4363,-0.53552,2.8344,-4.4563,-0.90055,1.7561,0.41324,3.15,3.3136,0.33248,-1.5607,0.92658,0.40287,-0.72791,0.9974
-20.06,1.3123,-4.5203,10.056,19.334,-8.2447,2.0502,4.5232,0.30574,1.9045,-1.7219,-0.8383,1.7764,-1.6758,0.41912,-0.11293,-2.1312,-0.98273,2.092,0.31796,-0.71463,1.8688,4.065,2.5942,0.31041,-3.3107,1.713,-1.9826,-0.5517,-1.2485,1.9682,0.16869,3.5558,-0.96222,0.30275,0.96873,-1.5153,2.3447,1.747,1.0817,-0.45439,1.4509,0.45767,1.0012,0.02491
-23.745,3.9007,-3.8065,8.9886,20.566,-3.8245,1.3759,1.9877,0.41316,0.047612,0.23086,-0.21873,2.0061,-1.6084,1.8204,-2.058,-0.39592,3.0363,0.032382,-1.345,-2.8153,2.6305,-2.6693,-2.5953,4.8473,2.0782,-1.5075,-5.9721,-0.38928,-2.2285,4.869,-1.2324,-1.4698,-3.154,-0.58915,-2.9327,-2.0191,2.33,0.34882,-1.2489,-1.0678,-1.0748,-1.1291,1.7829,2.5935
-26.761,-3.5728,7.3449,7.0446,18.703,2.7101,2.2057,-0.37194,2.2022,-0.72481,2.2702,0.51155,2.0594,-0.31362,-2.117,2.5397,0.25273,0.94951,-1.7297,-3.4164,-1.4571,2.4821,-5.9224,-1.5402,1.1536,2.7311,-2.3974,-3.4837,-2.5538,-3.1276,2.415,-1.075,-0.32047,-1.1819,-0.30003,0.43727,-1.1152,0.65485,1.2159,-0.40074,-1.7241,-0.40421,-0.66802,0.6493,3.7529
-22.609,-0.41013,-1.0976,10.845,20.388,-8.6146,1.1262,3.5162,0.864,-0.015595,-1.133,0.83962,-1.679,-1.4985,4.1247,0.86985,2.3634,0.85125,-1.5859,-1.6265,-2.8398,6.073,-1.7128,-1.715,4.1494,4.6422,-1.2877,-9.7504,-3.2695,-4.1922,6.2974,-1.2156,-1.1801,-1.252,-1.2953,0.54985,0.16113,-0.37466,-0.36544,-2.1616,0.63264,0.33617,-2.9633,1.1824,1.2572
-22.625,-4.0506,6.9983,10.661,23.032,-6.1638,1.0537,1.5821,0.88154,-0.12824,-0.24902,0.76776,-1.8453,-0.57541,-0.60961,2.0466,2.812,2.7687,-4.3055,-1.4327,-2.4446,3.7996,-5.5992,-5.2111,3.9744,7.0563,-2.8491,-5.7638,-1.8971,-2.0814,5.7624,-2.021,-2.0364,-2.8184,0.49842,-0.97939,-2.6008,1.0193,0.77499,-0.60551,-0.68052,-2.0629,-2.9017,1.7154,3.6038
-25.15,-0.86723,3.2552,9.852,21.172,-4.6688,2.1434,2.2614,1.1401,-0.58586,-0.42047,0.38792,-2.5776,-0.96002,1.0882,1.0092,2.1363,1.7277,-3.8434,-2.2091,-3.417,3.4987,-4.172,-5.0437,4.3006,5.0418,-2.8094,-7.1176,-1.6245,-1.9487,5.9634,-0.67691,-2.9419,-1.4173,0.31884,-1.2021,-3.1638,1.0271,0.65916,-1.0721,-1.4402,-1.7333,-3.0808,0.77753,4.569
